"text"	"prediction"
"Think different"" A Apple continua a usar este slogan.. quando maior parte das pessoas usam iPhone apple iphone """	1
"Ebaaaaaaaaaaaaaaaaaaaaaaaaaaa...tudo está contribuindo para mim não gravar hoje! Talvez nós nem tenhamos vídeo semana que vem!"	1
"5 MOTIVOS PRA SER FÃ DO JUSTIN BIEBER:   SóParaConstar"	1
"QUE VERDADERA AMIGA ."	1
"O problema do Brasil não é a violência, são as vítimas. "	1
"So posso dizer uma coisa: Mas que LOL "	1
"Viva a liberdade de expressão! Viva a democracia! Agora que investiguem os porquês. "	1
"Cruzeiro vai anunciar algum reforço, só quando fizer 100 anos.... "	1
"amo como a minha mãe acredita em mim "	1
"Sejam felizes    -.-"	1
"Palmas para mim que dormi 4 horas e ja estou estou cheia de energia e pronta para que comece as aulas yey!!  -.- "	1
"Venham curtir SR regado das melhores comidas e bebidas de SP SR sabrinareis bovinus … "	1
"Dona do restaurante Griletto compra rede de lanchonete Croassonho  notícias Economia "	0
"Valor de uma vida: R$7500,00. Não vale a pena.  issoéBrasil"	1
"ECONOMIA| Caixa já pagou mais de R$ 27,6 bilhões das contas inativas do FGTSeconomia caixa FGTS brasil - "	0
"parabéns a  pela entrevista com o Temer, pouco parcial nem sequer parece propaganda de governo..........."	1
"Boa noite!!  AlinneIrônica AlinneRosa AR Singer Music Sucesso Bahia Brazil Humor … "	1
"Amoo chegar cedo nos lugares e ficar sozinha! "	1
"  quando avevo il naso piccolo AHAHAHAHAHA "	1
"Que lindo finde largo "	1
"É porque esses empresários de ônibus estão muito pobres..."	1
"Tarde de domingo estudiando chino planazo "	1
"- Caraca...nunca pensei que minha segunda feira poderia ser melhor que a do Eike Batista!  eikebatistapreso  SegundaVoceSabiaSDV"	1
"Pelo menos a minha cidade agora tem um shopping... "	1
"Petróleo cai com ceticismo em relação a cortes da Opep  economia"	0
"Acho que faltou a  no último tweet"	1
"Igrejas cristãs não aceitam santas. Só Jesus salva.  "	1
" que isso ninguem faz falta, nessa lista tudo lixo "	1
"Boletim Macro do IBRE antecipa resultado do PIB. Leia mais:  FGVIBRE Economia "	0
"Acciones de abengoa Economia "	0
"50 anos da Aliança para o Progresso. Nota mental: agradecer na próxima manifestação.  "	1
"That's not creepy at all Isso não é nada  assutador mesmoIrony  "	1
"Grexit e  sul Web: la Troika e ,  e !"	1
"FGV IBRE realiza 2º Seminário de Análise Conjuntural de 2017:  Economia "	0
"Nótese la ironía."	1
"Criticam o FHC por privatizar a Vale e não reclamam da privatização das teles"". Que tal comprar ações da Telesc pra usar o celular? """	1
"Copom reduz Taxa Básica de Juros (Selic) de 11,25% para 10,25%. É o menor nível desde janeiro de 2014 → Economia JornaldosCanyons"	0
" exagerat!!!!!  jo crec q començare a invernar....haahah"	1
"Após a , a notícia de O Bobo fica assim:  EconomiaGolpeNoBrasil"	0
"Faturamento do varejo paulista deve crescer 3% neste mês:  varejo economia "	0
" brigadina isso deixou-me mt mais confiante *-* "	1
"Queria saber pq só música nova.  PremioMultishow2015"	1
"Adoro"" os bom dias de todos nos vários grupos do Whatsapp....  Onde esse pessoal arruma tanta imagem G-zuis??"""	1
"ValeuAdauto  VÍDEO: Felipe Melo ironiza diretor do Corinthians após gafe com seu nome > "	1
"que vida empolgante! "	1
"Só queria mais 10 minutinhos... Rs BomDia Preguiça AlinneIrônica AlinneRosa Humor  "	1
"Estou tão animada para ir fazer a prova amanhã.... "	1
"A maior : talvez a tragédia mobilize para salvar o Rio Doce, que estava morrendo há décadas: indústria, esgoto, desmatamento..."	1
"Com o tempo o amor se revela.. Aaaah, o amor!!   sqn morning  segueofluxo fui "	1
"Que pena que eu me esqueci de trazer as folhas de biologia! Agora não posso estudar  "	1
"Bem eu hahaha boa noite celular love rs risos boanoite night followme follow… "	1
"Cada dia está mais difícil entender as pessoas: querem que vc esteja sempre ali pra ela mas na hora de estender uma mão... cadê? "	1
"@jufranzen_d yo si soy la mejor o/ arrego ate no fim do mundo kkkkkkkkkkkkkkkkkkkkkkkkk"	1
"agora à terca , em matematica , temos duas professoras,  que maravilha "	1
"Quase nem trava kk  12hNerds"	1
"no dia 24 a dentista quer que vá descontraída e relaxada, acho que vou fumar uma com eles antes de ir "	1
" al tempo dei socialmedia"	1
"Cláudio e Beatriz que evolução  espiritual para uma separação! MINHA GENTE!!!  Imperio"	1
"Que trabalho de bola, que movimentação  NBAnoSporTV"	1
"Grazie del pensiero, mi fate sentire importante ahuahauhauahuahauahuahhauhaCiaone! xDD  LoSoCheNonPoteteVivereSenzaMe"	1
" O pior é q ele tá certo, os taradões online vão todos te seguir. Um excelente público pro teu blog. "	1
"Transações externas do Brasil tiveram superavit de US$ 1,15 bi em abril  economia"	0
"Para Meirelles, aprovação de reformas só no 2º sem não faz diferença  economia"	0
"Este nome devia me lembrar alguém. .."	1
"Bom sábado! Uhuuulll simbora trabalhar contra vontade :(  "	1
"JBS oferece R$ 4 bi para acordo de leniência, mas MPF rejeita  Economia"	0
"é Iberê, a qualidade do áudio não está boa"", a gente só escuta o barulho ensurdecedor das maquinas...  """	1
"      E AÍ PAPA?     Me Aceitou??       ATÉ QUE O SEU rosto não me parece oferecer… "	1
"Nossa, muito orgulho mesmo,enquanto uns têm Scalene e Kita, a gente tem zueira... Claro!  MisturacomRodaica"	1
"vai lá Once, faltam só mais 5... "	1
"É bue fixe quando estamos mal e as pessoas se esforçam a serio para nos porem melhor "	1
"Brújula de Amor. (temaso 2015) Ironía"	1
"Poderíamos subir uma tag, mandando o Jason calar a boca, por exemplo... "	1
"EUA anunciam a venda de 110 mil milhões de dólares em armas à Arábia Saudita  economia"	0
"Inveja da internet da  ... "	1
" faz balanço de um ano de governo usando ditado popular: balança mas não cai.  tenso"	1
"PLACA na Prefeitura de Nova Iorque (até ontem): ESTAMOS HÁ 12 DIAS SEM HOMICÍDIOS"" - igualzinho NÓS... """	1
"Se fosse brasileiros na Austrália falariam que foi ataque de canguru. replica  "	1
"Apetecia-me MESMO ter a casa cheia de gente para o almoço. "	1
"Achei bastante relevante as perguntas para os eleitores de São Paulo. rssqn … "	1
"Imagina ficar aguentando as pessoas discutirem na internet em quem vão votar pra presidência em 2018. Melhor procrastinar isso mesmo "	1
"Meu problema com aborto não é sobre matar crianças, e sim mulher decidir algo  PrecisamosFalarSobreAborto"	1
"STF define indenização de passageiro de voo internacional  Economia"	0
"Esse negócio de pontos corridos é muito sem emoção... "	1
"Economia: Produção de motocicletas cai 2,5% no acumulado do ano "	0
"Quando si dice l'importante è essere chiari""!satira  corvorosso corvorossomag democrazia """	1
"Esta páscoa não poderia estar melhor. "	1
"Noi leonesse che amiamo le foto!   oroscopo lion photographer savanaqueen nikon "	1
"Petróleo Brent cae mas de 3% cerca a US$ 50 barril  Mercados Economia"	0
"A juntar a tudo de bom que tem acontecido só o meu saldo nas apostas. "	1
"mividasinunjetpack 144 - Ofrenda De Paz. museos paz guerra  suecia viajes  comics"	1
"SPFC negocia c Bruno, goleiro a + tempo sem levar gol. É um monstro, literalmente.  VergonhaDessePaís CadeiaNele VaiTomaNoCuBruno"	1
"Seqüestrador de Sydney em foto de arquivo. Não faça a Austrália insegura. Não queremos guerra"".  sydneysiege"""	1
"Acordei com esse aperto no coração. Que pena, gente.  "	1
"já foi pro aquecimento os possantes eder luiz e jorge henrique pra furar a retranca  aVergonhaNãoPodeParar"	1
"e tao engraçado dar vista e depois por se off só para mim adoro não amo "	1
"Então vamos parar de dar RT... "	1
"Eu queria que o mundo acabasse pra umas pessoas. Não todo mundo, só alguns. Mas acho que isso não seria fim do mundo e sim assassinato. :("	1
"O que ia ter de gente no twitter tirando ZERO neste curso... Hahaha  "	1
"As pessoas vêem defeito em tudo menos nelas mesmas...    "	1
"Matéria com poucos erros de digitação. Parece que nem teve revisão. "	1
"O que falta ao Nepomuceno é a ousadia do Kalil, contratar nomes de peso,Victor,Tardelli,Luan,e deixar pro próximo presidente pagar "	1
"Boom de hipotecas  Economía "	0
"Não ganhei uma flor, nenhum chocolate... q mundo é esse?! "	1
"A Zenaldolândia deve ser um lugar bem legal mesmo. Só nunca passei por lá. "	1
"Esqueci de colocar TÔ ZUANDO EIN"" pq se não já rola processo e textão """	1
" de quem será, ein ... ?? Será (momento dúvida) q tudo isso é por causa dos protestos contra os ladrões de MERENDA ?? "	1
" Estaria cheto seguro  popopopopopoi"	1
"Fantasias chegaram atrasadas para a Unidos de Bangu. Obviamente é culpa da Dilma que não cumpriu o que prometeu na campanha. "	1
"Primeiro tiran o polideportivo, e agora fan esto. O concello de riveira apoia o baloncesto   "	1
"valeu a dica. Esqueci  para ai do rc. moro em sp e jamais votaria nele."	1
"Governo simplifica processo de financiamento externo por estatais  economia"	0
"SC MELHOR EM TUDO!  // RT : Cartaz pede Forças Armadas Manifestacoes2015"	1
"ÚLTIMAS NOTÍCIAS já saiu!  economia"	0
"Injustiça Mesmo é Minha Mãe Ter Olhos Verdes 󾆐 E Eu Não 󾆴󾍔󾬎 kkk  Do Destino"	1
"Tudo na maior tranquilidade. Ótimo!  "	1
"Na minha opinião, mesmo com o enfraquecimento de  , Brexit é uma temeridade. Economia negocio"	0
"Alguém viu o Gilmar Mendes criticar o filho do Bolsonaro por ir armado a uma manifestaçao? "	1
"Será q tem apresentador q recebe dinheiro de algum presidente de clube para defendê-lo ? Será ? Acho q não, né .... "	1
"Você aí reclamando da justiça por causa da Susane Richtoffen. Quem entende de justiça? Os caras com 30 anos de experiência ou vc? "	1
"Saiu o João Moutinho e a Hungria marcou golo. Aonde estão os haters agr?  POR EURO2016"	1
"Notícia da tarde - Moody’s: Saída do défice excessivo é boa notícia para o rating de Portugal economia "	0
"Economia.Comissão do Senado aprova texto base da reforma trabalhista "	0
"Bon nadal... o no.  humor"	1
"GH Pro ArnoldNutrition e muito mais ofertas! Compare preços de suplementos em um só lugar! + lojas + economia"	0
"Tema 10 de 10! economía"	0
"Comissão vai investigar vantagem que JBS obteve com dólaresbrasil brazil economia"	0
"Aí eu penso..Toda violência, crime, maldade, tudo é culpa deles. .. menoresAgora sim o Brasil vai pra frente!"	1
"Agronegócio puxando o PIB pra cima e  vocês com vergonha de ser do interiooooor. Economia Globo agronegocio agro"	0
"Diz ta ficando com uma e fica falando pro amigo dela que quer pegar a irmã dele. Parabéns pela postura!  "	1
"pq ele é santo, é claro! "	1
"poem a , se nao, vai ter gente te ofendendo rsrsrs"	1
"A MAIOR IRÔNIA DA VIDA É SE SENTIR FORÇAQüando as PESSOAS INSISTIREM EM DIZER QUE VOCÊ É FRACO"	1
"Tá passando Super Star na Globo. O símbolo do PT é uma estrela. Só não vê quem não quer. "	1
"Bahia Farm Show bate recorde em captação e financiamento .Veja mais detalhes no site.   Economia Notícias"	0
"Ahhahahah vcs os dois juntos maravilhosos u.u ahahah"	1
"Ué, mas não é pra ser bandido bom é bandido morto""???  """	1
"Fds pah que o Tondela empata em Alvalade e ganha no dragão , só perde com o Benfica Comprados TONDELA>BAYERN"	1
"Oi? Boa tarde? Alguém invadiu meu Instagram?   "	1
"Diário Empreender já saiu!  Graças a   economia trends"	0
" porque o Marcelo é inteligentíssimo "	1
": Acabo intervenció recordo a Montoro espoli fiscal Cat i, em diu ""a pagar, a pagar!!!"" "" insult  cinisme MARXEM"""	1
"Espere um momento, estou tentando imaginar como você seria se tivesse cérebro.  ironía"	1
"A maninha nem gosta de luta...  "	1
" isso é mto pedagógico "	1
"ANS PlanosdeSaúde EconomiaANS autoriza reajuste de até 13,55% para os planos de saúde"	0
"que bonicas que sois "	1
"Não vou tuitar, pois estou entre os 14 milhões d desempregados e uma mudança de governo agora irá emperrar d vez a economia"	0
"Tenho uma paciência pra jogo , nossa demais viu u.u "	1
"  Malditos marxistas!!! muahahahahaha ironía"	1
"presidenta Dilma eu te amo kkkkkkkValeu pela força.   de governoRecalque amiga linda coringa obrigado tá*"	1
"bloggarotadamamae blogueiracarioca  mamaeironica piada engraçado  São João de Meriti "	1
"É porque o Léo é cruzeirense.  "	1
"Muito triste"" """	1
"  muito obrigado por isso  "	1
"Sobre homem defendendo os estupradores da adolescente do Rio: Leva pra casa e adote. "	1
"com essa mudança que vocês conseguiram, o país melhorou 1000% "	1
"tudo sobre Portugal já saiu!  economia tribunaexpresso"	0
"Economia.Na crise política, empresários defendem reformas "	0
"Eis pq o Estado não deve interferir no livre mercado, que é plenamente capaz de se auto-regular () "	1
" minha família tem tanta consideração por mim que até me surpreendo "	1
"Porque a revolução também pode ser gourmet,ok!? panelaco  naoehpelopovo"	1
"Que time horrível esse do Vasco, quase fez gol!!! "	1
"É ótimo quando vc paga para fazerem um serviço, perde tempo e dinheiro e no fim, precisa refazer pq ficou uma droga. "	1
"Eu imagino a felicidade dele assinando... "	1
"Notícia: Alta do PIB reflete pouco no bem estar do brasileiro, aponta consultoria. CBN Economia  … "	0
"   será MESMO q tem indústria da multa em SP ? Será q tem meta mesmo, ein  e ? "	1
"Toda vez q a Dilma fala do PMDB visualizo um   "" . Ela só não fala, mas pensa , certeza !"""	1
"The José Carlos da Cruz Daily já saiu!  Graças a    ricmaispr economia"	0
"Claro, ele cumprimentou o israelense mas a mídia sionista editou o vídeo p parecer q ñ tinha cumprimentado.  "	1
"Parabéns para uma pessoa educada que sabe conversar com outra que nunca viu na vida!!!! "	1
"Cada chuveiro deve ter um disjuntor independente DicaCelesc segurança economia"	0
"Diciamo che in questo momento 'Sorry' è dedicato a noi  sorryjustinweloveyou"	1
"Pra vc que deu dislike no vídeo de GTA V, sinto muito HAHAHA prometo que na próxima vez vou fazer melhor pra te agradar "	1
" uhuuu, vida  louca no findi..."	1
"Culpa da diretoria omissa e d Rodrigo Caetano este bosta que atrasou errado e cabeceou pra d ntro do gol  "	1
"Tecnicamente não renderam porque nem investiste, entesouraste ou não depositaste no banco à ordem economia "	0
" é teer medo de perder o que nuunk foi seu.  󾌦󾌦"	1
"Dizem por aqui que é pra mandar pra SoFla, mas não chequei...  "	1
"Frustração hoje tem nome: Economia! — se sentindo triste"	0
"Vou passar a por  aqui no saite porque a rapaziada é muito lenta pra perceber....."	1
"Doutrinação no bico.   Sarcasmo"	1
"Gente existe corrupção antes de 2002, pensei que isso era só coisa do PT. HAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHA "	1
"Dados do IBGE mostram que a economia brasileira voltou a subir. Confira em: "	0
" Sim, é verdade, campeonato justíssimo, por mim eram campeões desde a 1º jornada "	1
"Gilvan apareceu e ta vivo incrível, pensei que ele nem sabia que tinha jogo   "	1
"Muito LINDA (  ) sua atitude ontem ! Vou até aplaudir aqui,que eu nn estou nem acreditando nisso !  MPN Thiaguinho"	1
"Junte-se a nossa lista de discussão para se manter atualizado sobre TV, Vídeo e OTT.  Economía"	0
"RT : Pararam de pagar o direito de imagem dos jogadores a partir dos 30 minutos do primeiro tempo? "	1
"Canta   LatinGrammys2015"	1
"Comissão debate MP que acaba com desoneração da folha de pagamento  economia"	0
"Humrum, vai vendo as melhorias   "	1
"Gente macanuda que me cruzo dia a dia "	1
"Pior foi o que mãe disse: Mulheres so deveriam sair com mulheres casadas! Eu disse: eh! Se fosse o marido so deixaria sair com ele! "	1
" aqui no Brasil, abençoado por Deus e bonito por natureza, nada de mais. Só uma votação no Congresso. "	1
"Contare fino a 10 mi serve solo a perfezionare l'insulto "	1
"Economia: O que a Justiça dos EUA pode fazer contra os irmãos Batista e a JBS? "	0
"Vcs sabem o quanto eu AMO Quando tudo dá errado... "	1
"Gente, é brincadeira "	1
"Causa esubero cedo sfiga a costo zero!!!buongiornoFFVergognatiEuropa  colpadellestelle"	1
"2016 allora...iotimaledico 2016  love TagsForLikes.com photooftheday me instamood… "	1
"Acho que é o frio. Tá ventando muito!"	1
"Aquela vontade gigante de estudar Físico Química "	1
"liga pro gerente da sua conta no banco "	1
